order_number,customer_name,customer_email,product_name,product_sku,quantity,total_amount,order_date,shipping_status,tracking_number,carrier,delivery_address
#64122,Edward White,edward.white65@hotmail.com,Portable SSD 1TB,SSD-102,4,439.96,2026-03-20,shipped,949877796147,FedEx,"6724 Broadway, San Jose, CA 95101"
#51584,Shirley Turner,shirley.turner76@hotmail.com,Earbuds Pro,EP-121,2,199.98,2025-12-27,shipped,482245142719,FedEx,"2296 Oak Ave, Aurora, CO 80010"
#82425,Jeffrey Hernandez,jeffrey.hernandez3@gmail.com,CPU Cooler,CC-133,4,199.96,2026-03-25,pending,,,"362 Cedar Ln, Denver, CO 80201"
#33954,Rachel Brooks,rachel.brooks3@proton.me,4K Webcam,4KW-112,4,599.96,2025-12-12,shipped,1Z0146990548154733,UPS,"1631 Willow Way, St. Louis, MO 63101"
#68346,Rebecca Henderson,rebecca.henderson60@hotmail.com,Green Screen,GS-127,2,91.98,2026-04-18,shipped,1Z3045587115445200,UPS,"4384 Sunset Blvd, Seattle, WA 98101"
#64459,Brian Thomas,brian.thomas43@outlook.com,LED Desk Lamp,LDL-800,2,69.98,2026-04-06,processing,,,"6074 Oak Ave, Raleigh, NC 27601"
#93282,Steven Gonzalez,steven.gonzalez8@gmail.com,Portable SSD 1TB,SSD-102,4,439.96,2026-05-05,shipped,51260094578100,OnTrac,"4867 Hillside Rd, Salt Lake City, UT 84101"
#95764,John Roberts,john.roberts15@proton.me,Earbuds Pro,EP-121,1,99.99,2026-02-22,delivered,37427726138626556397,USPS,"5936 River Rd, Sacramento, CA 95814"
#90310,Sharon Morris,sharon.morris47@icloud.com,Green Screen,GS-127,2,91.98,2026-04-02,delivered,1Z0397927757810441,UPS,"5545 River Rd, Raleigh, NC 27601"
#79264,Larry Davis,larry.davis2@icloud.com,Smart Bulb Pack,SBP-114,1,39.99,2025-12-03,delivered,29044277696693410602,USPS,"4633 River Rd, San Francisco, CA 94101"
#57914,George Collins,george.collins91@hotmail.com,Power Bank 20000mAh,PB-118,1,49.99,2025-11-30,processing,,,"7776 Broadway, Las Vegas, NV 89101"
#40067,Anna Gomez,anna.gomez97@proton.me,Smart Bulb Pack,SBP-114,1,39.99,2025-12-31,shipped,2767737155,DHL,"2347 Elm St, Atlanta, GA 30301"
#66288,Cynthia Lee,cynthia.lee59@proton.me,Shredder,SH-137,1,89.99,2026-03-09,delivered,93224091652730,Amazon Logistics,"3496 Hillside Rd, New Orleans, LA 70112"
#37314,Katherine Miller,katherine.miller50@outlook.com,Gaming Mouse,GM-122,1,69.99,2026-04-02,shipped,1Z6642803682623565,UPS,"3190 Maple Dr, Pittsburgh, PA 15201"
#99319,Edward Sanchez,edward.sanchez93@proton.me,Monitor Stand,MS-400,1,59.99,2026-05-01,delivered,57740822256742611007,USPS,"2688 Washington Blvd, Springfield, IL 62701"
#72417,Carolyn Davis,carolyn.davis74@gmail.com,LED Desk Lamp,LDL-800,3,104.97,2025-12-22,shipped,1Z2239046175492553,UPS,"1344 Hillside Rd, Jacksonville, FL 32099"
#50373,Betty Taylor,betty.taylor82@outlook.com,Green Screen,GS-127,3,137.97,2025-12-07,shipped,56973144587999,OnTrac,"5150 Oak Ave, Minneapolis, MN 55401"
#29337,Jerry Young,jerry.young34@outlook.com,Power Bank 20000mAh,PB-118,2,99.98,2026-03-21,processing,,,"9780 Summit Ave, Detroit, MI 48201"
#16077,Sharon Baker,sharon.baker94@icloud.com,Whiteboard Markers Set,WMS-140,2,25.98,2026-05-11,shipped,63011510282788,OnTrac,"8117 Washington Blvd, Tucson, AZ 85701"
#78001,Dennis Perez,dennis.perez36@icloud.com,Whiteboard Markers Set,WMS-140,1,12.99,2026-03-18,out_for_delivery,54265558937692,LaserShip,"3677 Valley Rd, Pittsburgh, PA 15201"
#66441,Mark Walker,mark.walker5@icloud.com,Stapler Heavy Duty,SHD-139,1,24.99,2026-01-15,delivered,38188340732568,LaserShip,"1052 Main St, Arlington, TX 76001"
#78921,Paul Diaz,paul.diaz83@proton.me,Wireless Charger,WCH-103,4,119.96,2026-03-09,delivered,6231907414,DHL,"4336 Lakeview Dr, Baltimore, MD 21201"
#50628,Stephen Lopez,stephen.lopez39@icloud.com,Planner 2026,PL-141,4,79.96,2025-12-13,processing,,,"437 Washington Blvd, Las Vegas, NV 89101"
#88109,Brian Harris,brian.harris74@yahoo.com,Wireless Charger,WCH-103,3,89.97,2026-01-23,shipped,17506855755041,LaserShip,"1803 Main St, Tampa, FL 33601"
#40734,Donna Moore,donna.moore45@gmail.com,LED Desk Lamp,LDL-800,4,139.96,2026-03-13,processing,,,"7416 Oak Ave, Corpus Christi, TX 78401"
#94320,Susan Butler,susan.butler4@gmail.com,Smart Plug,SP-104,4,79.96,2025-12-13,delivered,39863540141151979720,USPS,"3233 Broadway, El Paso, TX 79901"
#85081,Patricia Fisher,patricia.fisher87@outlook.com,Monitor Stand,MS-400,4,239.96,2026-01-26,cancelled,,,"6923 Maple Dr, Memphis, TN 38101"
#11737,Paul Price,paul.price91@gmail.com,Earbuds Pro,EP-121,4,399.96,2026-03-18,shipped,1Z2356088996960301,UPS,"1561 Sunset Blvd, Indianapolis, IN 46201"
#41852,Maria Miller,maria.miller64@gmail.com,Notebook Hardcover,NB-142,4,59.96,2026-01-22,pending,,,"8057 River Rd, Portland, OR 97201"
#69173,Mary Davis,mary.davis84@proton.me,CPU Cooler,CC-133,1,49.99,2026-02-25,returned,84084999606148,OnTrac,"223 Pine Rd, Miami, FL 33101"
#11762,Jerry Henderson,jerry.henderson71@hotmail.com,Cable Organizer Kit,COK-134,3,53.97,2025-11-25,shipped,453804100525,FedEx,"773 Summit Ave, Charlotte, NC 28201"
#95872,Linda Collins,linda.collins70@hotmail.com,Fitness Tracker,FT-120,1,89.99,2026-04-01,delivered,81958816930109,LaserShip,"7387 Main St, Honolulu, HI 96801"
#17625,Lisa Nelson,lisa.nelson16@outlook.com,NVMe SSD 500GB,NVM-131,2,159.98,2025-11-30,shipped,6366618449,DHL,"8584 Summit Ave, Houston, TX 77001"
#82780,Sarah Henderson,sarah.henderson95@yahoo.com,Capture Card,CC-126,2,179.98,2026-04-06,pending,,,"5885 Willow Way, Anaheim, CA 92801"
#94615,Donald Fisher,donald.fisher26@hotmail.com,Noise Cancelling Headphones,NCH-600,1,129.99,2025-12-24,cancelled,,,"7203 Forest Dr, Chicago, IL 60601"
#82211,Samantha Barnes,samantha.barnes75@outlook.com,CPU Cooler,CC-133,2,99.98,2026-01-10,delivered,1Z8275664747564231,UPS,"8715 Park Ave, Honolulu, HI 96801"
#53705,Robert Murphy,robert.murphy78@icloud.com,Green Screen,GS-127,4,183.96,2025-12-01,delivered,1Z0715077405612973,UPS,"2136 River Rd, Denver, CO 80201"
#88889,Gary Myers,gary.myers32@gmail.com,Planner 2026,PL-141,4,79.96,2026-03-10,shipped,81584022363120665257,USPS,"2170 Main St, Cincinnati, OH 45201"
#54748,Sharon Martin,sharon.martin92@icloud.com,Smart Plug,SP-104,4,79.96,2025-12-04,shipped,500391139939,FedEx,"9169 Summit Ave, Kansas City, MO 64101"
#65639,Deborah Rodriguez,deborah.rodriguez47@icloud.com,Drawing Tablet,DT-111,3,479.97,2026-01-14,processing,,,"3208 Oak Ave, Jacksonville, FL 32099"
#51230,Cynthia Sanchez,cynthia.sanchez59@proton.me,Portable SSD 1TB,SSD-102,3,329.97,2026-02-07,shipped,272079225311,FedEx,"5499 Oak Ave, Indianapolis, IN 46201"
#55472,Jeffrey Brown,jeffrey.brown77@hotmail.com,Stapler Heavy Duty,SHD-139,3,74.97,2025-12-18,pending,,,"8901 Oak Ave, St. Louis, MO 63101"
#35802,Betty Walker,betty.walker92@proton.me,Earbuds Pro,EP-121,1,99.99,2026-05-11,delivered,1Z6115771587991689,UPS,"7573 Lakeview Dr, Albuquerque, NM 87101"
#66730,Cynthia Perry,cynthia.perry15@gmail.com,RAM 16GB DDR4,RAM-132,1,59.99,2026-01-10,processing,,,"3236 Forest Dr, San Jose, CA 95101"
#99159,Maria Campbell,maria.campbell47@hotmail.com,LED Desk Lamp,LDL-800,4,139.96,2026-03-14,delivered,18360541725495,LaserShip,"6708 Valley Rd, Anaheim, CA 92801"
#72720,Shirley Rivera,shirley.rivera20@hotmail.com,Tripod Stand,TS-128,3,119.97,2026-02-28,delivered,89172642651857938611,USPS,"9215 Valley Rd, Houston, TX 77001"
#37147,Christopher Martin,christopher.martin19@gmail.com,Mini Projector,MP-113,1,199.99,2026-02-23,shipped,43198305007194,LaserShip,"7560 Summit Ave, Corpus Christi, TX 78401"
#70911,Betty Foster,betty.foster44@gmail.com,Portable Monitor,PM-130,2,499.98,2026-02-25,shipped,17221230500431,OnTrac,"8264 Broadway, Sacramento, CA 95814"
#70418,Timothy Taylor,timothy.taylor17@gmail.com,Surge Protector,SP2-135,3,98.97,2026-01-22,delivered,0410521097,DHL,"868 Cedar Ln, St. Louis, MO 63101"
#17557,Carolyn Collins,carolyn.collins12@outlook.com,Laminator,LAM-138,3,119.97,2026-02-16,delivered,97292191406557574400,USPS,"5168 Elm St, Arlington, TX 76001"
#45399,Kevin Lewis,kevin.lewis60@outlook.com,Gaming Mouse,GM-122,4,279.96,2026-01-20,processing,,,"8730 Highland Ave, Anaheim, CA 92801"
#67141,Helen Jackson,helen.jackson12@proton.me,Fitness Tracker,FT-120,1,89.99,2025-12-27,pending,,,"5143 Lake Dr, San Jose, CA 95101"
#68337,Frank Scott,frank.scott52@yahoo.com,Stapler Heavy Duty,SHD-139,1,24.99,2026-01-09,out_for_delivery,51253603809489,LaserShip,"4798 Main St, Columbus, OH 43085"
#35279,Catherine Richardson,catherine.richardson20@hotmail.com,Smartphone Gimbal,SG-129,3,329.97,2025-12-13,pending,,,"6351 Pine Rd, El Paso, TX 79901"
#10724,Betty Morgan,betty.morgan82@icloud.com,Green Screen,GS-127,3,137.97,2026-03-02,shipped,09349722965567,LaserShip,"7436 Meadow Ln, Oklahoma City, OK 73101"
#60209,Jacob Robinson,jacob.robinson72@icloud.com,Mechanical Numpad,MN-124,1,55.99,2026-02-12,shipped,75930804861987,LaserShip,"5412 Cedar Ln, Pittsburgh, PA 15201"
#50046,Sharon Clark,sharon.clark81@hotmail.com,Laptop Backpack,LB-117,4,319.96,2026-01-01,delivered,25777603147847598318,USPS,"9333 Highland Ave, San Diego, CA 92101"
#98626,Amanda Ross,amanda.ross5@icloud.com,Smartphone Gimbal,SG-129,4,439.96,2026-01-17,pending,,,"3555 Highland Ave, Minneapolis, MN 55401"
#27040,David Powell,david.powell50@hotmail.com,Cable Management Box,CMB-108,3,74.97,2025-11-27,delivered,1Z8601283721973830,UPS,"4558 Elm St, Arlington, TX 76001"
#29202,Kevin Harris,kevin.harris19@gmail.com,Ergonomic Chair,EC-900,2,599.98,2026-04-21,shipped,41882289076349,LaserShip,"5602 Broadway, Cleveland, OH 44101"
#41952,Michelle King,michelle.king34@icloud.com,Notebook Hardcover,NB-142,3,44.97,2026-01-16,processing,,,"3970 Broadway, Bakersfield, CA 93301"
#68402,Susan Lewis,susan.lewis90@yahoo.com,Smart Bulb Pack,SBP-114,3,119.97,2026-04-03,shipped,1Z0214815282383957,UPS,"4067 Broadway, Chicago, IL 60601"
#39748,Joseph Johnson,joseph.johnson80@icloud.com,Laptop Stand,LS-700,3,137.97,2026-01-19,shipped,43004593664356629024,USPS,"887 Lakeview Dr, Detroit, MI 48201"
#56757,Charles Morris,charles.morris42@outlook.com,Webcam HD 1080p,WC-500,1,79.99,2025-12-04,shipped,010778017987,FedEx,"4674 Oak Ave, Baltimore, MD 21201"
#35924,Betty Myers,betty.myers98@icloud.com,Label Maker,LM-136,4,179.96,2026-04-17,shipped,94454317616496,LaserShip,"9047 Pine Rd, Cleveland, OH 44101"
#29454,Emma White,emma.white49@icloud.com,CPU Cooler,CC-133,2,99.98,2025-12-19,delivered,90039742804550,Amazon Logistics,"1737 Sunset Blvd, Louisville, KY 40201"
#87947,Cynthia Ross,cynthia.ross12@yahoo.com,Webcam HD 1080p,WC-500,3,239.97,2025-11-28,delivered,65250802199806,OnTrac,"4477 Summit Ave, Baltimore, MD 21201"
#57634,Anthony Robinson,anthony.robinson9@yahoo.com,Standing Desk Mat,SDM-101,2,111.98,2025-11-29,cancelled,,,"9419 Valley Rd, Cincinnati, OH 45201"
#40653,Eric Peterson,eric.peterson27@icloud.com,NVMe SSD 500GB,NVM-131,1,79.99,2026-03-11,delivered,51549935200117,Amazon Logistics,"1891 Hillside Rd, New Orleans, LA 70112"
#27667,Ashley Miller,ashley.miller48@yahoo.com,Tripod Stand,TS-128,4,159.96,2025-12-27,delivered,312569599605,FedEx,"8113 Main St, Indianapolis, IN 46201"
#50595,Helen King,helen.king70@icloud.com,Laptop Backpack,LB-117,3,239.97,2026-02-15,processing,,,"7500 Oak Ave, Raleigh, NC 27601"
#70215,Amy Hill,amy.hill61@hotmail.com,Label Maker,LM-136,2,89.98,2026-03-14,shipped,9486680141,DHL,"6424 Willow Way, San Francisco, CA 94101"
#38028,Samuel Phillips,samuel.phillips59@icloud.com,Label Maker,LM-136,3,134.97,2026-02-04,delivered,95805567135833,OnTrac,"9169 Lake Dr, Cincinnati, OH 45201"
#32018,Timothy Sanchez,timothy.sanchez59@yahoo.com,Shredder,SH-137,4,359.96,2026-03-06,delivered,9892072973,DHL,"478 Lakeview Dr, St. Louis, MO 63101"
#82409,Daniel Brooks,daniel.brooks63@outlook.com,Monitor Stand,MS-400,2,119.98,2026-02-19,shipped,3601280167,DHL,"1902 Washington Blvd, Albuquerque, NM 87101"
#82875,Mark Turner,mark.turner14@outlook.com,Air Purifier,AP-115,1,129.99,2026-03-06,processing,,,"7207 Summit Ave, New Orleans, LA 70112"
#79039,Robert Jones,robert.jones39@proton.me,Ring Light 10inch,RL-105,4,199.96,2026-02-18,shipped,291851643860,FedEx,"328 Sunset Blvd, Bakersfield, CA 93301"
#95515,Pamela Thomas,pamela.thomas82@proton.me,Label Maker,LM-136,1,44.99,2026-03-24,processing,,,"8314 Hillside Rd, Minneapolis, MN 55401"
#23601,Dorothy Butler,dorothy.butler82@hotmail.com,Phone Stand,PS-107,2,29.98,2026-04-29,cancelled,,,"3054 River Rd, Oklahoma City, OK 73101"
#32707,Charles Bell,charles.bell40@icloud.com,Notebook Hardcover,NB-142,3,44.97,2026-01-09,delivered,393803880620,FedEx,"6768 Maple Dr, Detroit, MI 48201"
#31287,Jennifer Reed,jennifer.reed3@icloud.com,Earbuds Pro,EP-121,1,99.99,2026-02-10,shipped,654866206201,FedEx,"3246 Sunset Blvd, Sacramento, CA 95814"
#28948,Alexander Hughes,alexander.hughes30@gmail.com,Capture Card,CC-126,1,89.99,2026-01-26,out_for_delivery,5505963000,DHL,"2439 Cedar Ln, Honolulu, HI 96801"
#74979,Heather Russell,heather.russell77@gmail.com,Green Screen,GS-127,1,45.99,2026-04-22,delivered,8588023358,DHL,"7083 Park Ave, Nashville, TN 37201"
#27829,Shirley Campbell,shirley.campbell93@outlook.com,Wireless Mouse,WM-100,1,49.99,2026-04-08,delivered,10997056231372,LaserShip,"7117 Forest Dr, Oklahoma City, OK 73101"
#66606,Nicole Harris,nicole.harris76@hotmail.com,Mechanical Numpad,MN-124,2,111.98,2026-03-20,shipped,155686609850,FedEx,"4853 Sunset Blvd, Cleveland, OH 44101"
#89251,Betty Lewis,betty.lewis99@gmail.com,Standing Desk Mat,SDM-101,4,223.96,2026-02-20,delivered,1Z4360770229184567,UPS,"6321 Lakeview Dr, Seattle, WA 98101"
#25085,Alexander Morris,alexander.morris56@outlook.com,LED Desk Lamp,LDL-800,3,104.97,2026-01-16,cancelled,,,"6984 Pine Rd, Los Angeles, CA 90001"
#55830,Barbara Walker,barbara.walker58@yahoo.com,RAM 16GB DDR4,RAM-132,4,239.96,2026-03-20,shipped,6481295419,DHL,"9929 Oak Ave, San Jose, CA 95101"
#91851,Carolyn White,carolyn.white61@gmail.com,Label Maker,LM-136,4,179.96,2025-12-09,pending,,,"6377 Cedar Ln, Salt Lake City, UT 84101"
#88589,Elizabeth Evans,elizabeth.evans62@outlook.com,RAM 16GB DDR4,RAM-132,4,239.96,2026-02-27,pending,,,"4570 Cedar Ln, Bakersfield, CA 93301"
#80088,Jessica Ramirez,jessica.ramirez17@hotmail.com,Smartphone Gimbal,SG-129,4,439.96,2025-11-29,delivered,83979196832792,LaserShip,"2995 River Rd, Anaheim, CA 92801"
#79012,Emily Mitchell,emily.mitchell57@gmail.com,Earbuds Pro,EP-121,4,399.96,2025-12-03,delivered,037333083222,FedEx,"5281 Park Ave, Houston, TX 77001"
#10083,Brian Sanders,brian.sanders81@proton.me,Smartwatch,SW-119,1,199.99,2026-03-22,shipped,89536293373597,Amazon Logistics,"8039 Elm St, Denver, CO 80201"
#84115,Nicole Taylor,nicole.taylor74@yahoo.com,Docking Station,DS-125,1,149.99,2026-02-20,returned,26493367281730937265,USPS,"7713 Forest Dr, Austin, TX 73301"
#97968,William Richardson,william.richardson86@proton.me,Portable SSD 1TB,SSD-102,2,219.98,2026-03-06,out_for_delivery,01014674388203,LaserShip,"7068 Highland Ave, Las Vegas, NV 89101"
#23999,Rachel Robinson,rachel.robinson77@gmail.com,Portable SSD 1TB,SSD-102,4,439.96,2026-04-14,delivered,92731895848291973637,USPS,"519 Pine Rd, Kansas City, MO 64101"
#95721,Rebecca Cook,rebecca.cook54@proton.me,Label Maker,LM-136,2,89.98,2026-03-01,delivered,03150438854478,OnTrac,"3182 Lake Dr, Corpus Christi, TX 78401"
#53769,Rebecca Diaz,rebecca.diaz38@proton.me,Gaming Mouse,GM-122,3,209.97,2026-03-16,delivered,094458799260,FedEx,"2807 Hillside Rd, Boston, MA 02101"
#13710,Justin Jenkins,justin.jenkins75@outlook.com,Monitor Stand,MS-400,1,59.99,2026-01-01,delivered,3389090809,DHL,"2955 Oak Ave, Baltimore, MD 21201"
#88946,Timothy Hernandez,timothy.hernandez61@proton.me,4K Webcam,4KW-112,1,149.99,2026-03-10,shipped,1Z5284190491753641,UPS,"2973 Forest Dr, Minneapolis, MN 55401"
#22788,Angela Ward,angela.ward29@outlook.com,Drawing Tablet,DT-111,1,159.99,2025-12-18,cancelled,,,"1770 Maple Dr, Albuquerque, NM 87101"
#30438,Deborah Fisher,deborah.fisher31@hotmail.com,Air Purifier,AP-115,1,129.99,2026-03-04,shipped,6269235276,DHL,"9524 Oak Ave, Baltimore, MD 21201"
#68375,Amanda Cooper,amanda.cooper11@hotmail.com,Earbuds Pro,EP-121,3,299.97,2026-04-21,delivered,0360838751,DHL,"4798 Willow Way, Houston, TX 77001"
#48197,Michael Powell,michael.powell14@hotmail.com,Laminator,LAM-138,4,159.96,2025-12-07,delivered,147108355703,FedEx,"5186 Washington Blvd, Charlotte, NC 28201"
#37274,Kimberly Sanders,kimberly.sanders43@outlook.com,Mouse Pad XL,MPX-109,1,22.99,2026-02-13,processing,,,"5580 Meadow Ln, New Orleans, LA 70112"
#91299,Gregory Perry,gregory.perry63@proton.me,USB-C Hub,UCH-300,4,159.96,2026-02-14,shipped,1Z3160455107396065,UPS,"8410 Forest Dr, Springfield, IL 62701"
#39365,Anthony Sanders,anthony.sanders41@outlook.com,Portable SSD 1TB,SSD-102,1,109.99,2025-12-17,processing,,,"4799 Willow Way, Sacramento, CA 95814"
#22957,Stephen Perez,stephen.perez72@outlook.com,Power Bank 20000mAh,PB-118,4,199.96,2026-04-26,shipped,56156961705826,OnTrac,"8521 Highland Ave, Arlington, TX 76001"
#67959,Timothy Cruz,timothy.cruz85@outlook.com,Ergonomic Chair,EC-900,2,599.98,2026-02-04,processing,,,"1511 Hillside Rd, Cincinnati, OH 45201"
#42282,Brandon Ross,brandon.ross13@gmail.com,Bluetooth Speaker,BS-106,4,279.96,2026-04-20,shipped,2648172992,DHL,"8448 Elm St, Salt Lake City, UT 84101"
#76718,Stephanie Gray,stephanie.gray86@proton.me,Mechanical Keyboard,MK-200,4,359.96,2026-03-15,delivered,1Z6132415121994621,UPS,"360 Park Ave, Cincinnati, OH 45201"
#35546,Emma Morales,emma.morales6@gmail.com,Laminator,LAM-138,2,79.98,2026-02-07,out_for_delivery,27608799218722,Amazon Logistics,"6514 Forest Dr, Cleveland, OH 44101"
#76982,Thomas Gomez,thomas.gomez77@hotmail.com,Portable SSD 1TB,SSD-102,4,439.96,2026-04-14,delivered,242203451746,FedEx,"568 Elm St, Los Angeles, CA 90001"
#91889,Larry Cook,larry.cook91@yahoo.com,Laptop Backpack,LB-117,4,319.96,2026-01-25,delivered,41394273738165545132,USPS,"4891 Maple Dr, Tampa, FL 33601"
#76638,Joseph King,joseph.king38@proton.me,Earbuds Pro,EP-121,4,399.96,2026-03-27,delivered,82980215445334,Amazon Logistics,"728 Highland Ave, New Orleans, LA 70112"
#82879,Anthony Johnson,anthony.johnson90@yahoo.com,Wireless Charger,WCH-103,2,59.98,2026-02-04,delivered,16848831156834187118,USPS,"2968 Meadow Ln, Louisville, KY 40201"
#73677,Michael Lewis,michael.lewis42@proton.me,Smartwatch,SW-119,4,799.96,2025-12-03,shipped,14090218264879,Amazon Logistics,"7879 Summit Ave, Oklahoma City, OK 73101"
#72887,Mark Cruz,mark.cruz93@yahoo.com,Capture Card,CC-126,3,269.97,2025-12-22,returned,169347179838,FedEx,"3675 Highland Ave, Anaheim, CA 92801"
#80882,James Nelson,james.nelson48@hotmail.com,Cable Management Box,CMB-108,2,49.98,2026-05-11,shipped,98097544495488196287,USPS,"5479 Pine Rd, Pittsburgh, PA 15201"
#65634,John Phillips,john.phillips24@icloud.com,Docking Station,DS-125,4,599.96,2025-12-19,delivered,1Z8260522529134684,UPS,"1479 Lake Dr, Columbus, OH 43085"
#98208,Lisa Brooks,lisa.brooks6@outlook.com,USB Microphone,UM-110,2,179.98,2026-01-24,processing,,,"8909 Elm St, Boston, MA 02101"
#92299,Sharon Fisher,sharon.fisher61@icloud.com,Cable Organizer Kit,COK-134,3,53.97,2026-05-21,shipped,96206677642468,LaserShip,"5210 Valley Rd, Los Angeles, CA 90001"
#12809,David Sanchez,david.sanchez21@hotmail.com,Smartwatch,SW-119,4,799.96,2026-01-12,returned,16010945157267,LaserShip,"286 Highland Ave, Cincinnati, OH 45201"
#85637,Helen Torres,helen.torres31@hotmail.com,Bluetooth Speaker,BS-106,1,69.99,2025-12-23,delivered,7364288399,DHL,"2717 Maple Dr, Louisville, KY 40201"
#58350,Amy Stewart,amy.stewart11@yahoo.com,Gaming Headset,GH-123,3,359.97,2026-02-19,delivered,0746636829,DHL,"4459 Pine Rd, Phoenix, AZ 85001"
#39099,Rebecca Ward,rebecca.ward48@proton.me,Ring Light 10inch,RL-105,1,49.99,2026-01-07,delivered,56105474088041,LaserShip,"7762 Main St, Aurora, CO 80010"
#51520,Emma White,emma.white23@yahoo.com,Smart Bulb Pack,SBP-114,3,119.97,2026-04-06,shipped,69317229518402165333,USPS,"4351 Summit Ave, Nashville, TN 37201"
#28880,Margaret Murphy,margaret.murphy70@outlook.com,NVMe SSD 500GB,NVM-131,3,239.97,2025-12-03,delivered,73510578929590,OnTrac,"1132 Summit Ave, San Jose, CA 95101"
#63571,Dennis Harris,dennis.harris5@yahoo.com,Portable Monitor,PM-130,2,499.98,2026-04-08,delivered,63558286109661625979,USPS,"3785 Meadow Ln, Phoenix, AZ 85001"
#51991,Daniel Price,daniel.price30@yahoo.com,Tripod Stand,TS-128,2,79.98,2026-03-18,delivered,1Z1803442760870813,UPS,"8664 Lake Dr, Oklahoma City, OK 73101"
#43022,Ronald Ortiz,ronald.ortiz36@yahoo.com,Label Maker,LM-136,2,89.98,2026-04-07,processing,,,"3374 Valley Rd, San Jose, CA 95101"
#92581,Nicholas Ortiz,nicholas.ortiz34@hotmail.com,Docking Station,DS-125,2,299.98,2026-04-29,pending,,,"2575 Lakeview Dr, Cleveland, OH 44101"
#54086,Robert Watson,robert.watson29@yahoo.com,Laminator,LAM-138,2,79.98,2026-04-29,delivered,61018960513383,LaserShip,"8009 Sunset Blvd, Tampa, FL 33601"
#68094,Jason Carter,jason.carter95@hotmail.com,Laptop Stand,LS-700,3,137.97,2025-12-18,out_for_delivery,4987155619,DHL,"9710 Highland Ave, Raleigh, NC 27601"
#69242,Timothy Carter,timothy.carter99@icloud.com,Laptop Stand,LS-700,4,183.96,2026-03-07,pending,,,"285 Washington Blvd, Aurora, CO 80010"
#95694,Eric Morris,eric.morris9@gmail.com,Portable SSD 1TB,SSD-102,4,439.96,2026-05-04,shipped,15511725570506,Amazon Logistics,"8515 Lakeview Dr, Indianapolis, IN 46201"
#87816,William Ward,william.ward85@proton.me,Laptop Backpack,LB-117,4,319.96,2026-02-11,delivered,5243456753,DHL,"9717 Cedar Ln, Portland, OR 97201"
#31985,Michelle Sanchez,michelle.sanchez23@icloud.com,Bluetooth Speaker,BS-106,1,69.99,2026-01-04,processing,,,"9292 Maple Dr, Sacramento, CA 95814"
#52924,Christine Sanders,christine.sanders98@icloud.com,USB Microphone,UM-110,3,269.97,2026-05-03,out_for_delivery,766438682857,FedEx,"2191 Maple Dr, Baltimore, MD 21201"
#82621,Nicholas Cook,nicholas.cook54@yahoo.com,Fitness Tracker,FT-120,4,359.96,2026-02-28,processing,,,"2956 Main St, Memphis, TN 38101"
#14198,Timothy Bennett,timothy.bennett51@hotmail.com,Ring Light 10inch,RL-105,3,149.97,2026-03-07,out_for_delivery,810334665932,FedEx,"8326 Forest Dr, Arlington, TX 76001"
#80801,Joseph Anderson,joseph.anderson20@proton.me,Cable Organizer Kit,COK-134,3,53.97,2026-02-06,shipped,2318754438,DHL,"3992 Highland Ave, Aurora, CO 80010"
#28803,Kenneth Davis,kenneth.davis85@hotmail.com,Air Purifier,AP-115,3,389.97,2025-12-03,returned,2524889431,DHL,"9337 Pine Rd, Dallas, TX 75201"
#68074,Brian Nguyen,brian.nguyen36@icloud.com,Drawing Tablet,DT-111,4,639.96,2025-11-22,returned,1Z9805697826129247,UPS,"2270 Valley Rd, Memphis, TN 38101"
#92203,Brian Rivera,brian.rivera2@outlook.com,Drawing Tablet,DT-111,1,159.99,2026-04-08,pending,,,"5095 Hillside Rd, Albuquerque, NM 87101"
#13517,Sharon Jones,sharon.jones81@yahoo.com,Standing Desk Mat,SDM-101,2,111.98,2026-01-20,delivered,96579491058309,LaserShip,"2091 River Rd, St. Louis, MO 63101"
#75369,Jason Green,jason.green44@outlook.com,Whiteboard Markers Set,WMS-140,3,38.97,2026-05-14,pending,,,"894 Lake Dr, Sacramento, CA 95814"
#92869,Jeffrey Cox,jeffrey.cox56@icloud.com,USB Microphone,UM-110,1,89.99,2026-04-15,processing,,,"3154 Elm St, Albuquerque, NM 87101"
#66067,Brian Robinson,brian.robinson5@proton.me,Surge Protector,SP2-135,1,32.99,2026-04-03,cancelled,,,"1469 Cedar Ln, Indianapolis, IN 46201"
#27037,Alexander Anderson,alexander.anderson70@yahoo.com,Ring Light 10inch,RL-105,4,199.96,2026-01-11,delivered,42033216038659,Amazon Logistics,"7188 River Rd, El Paso, TX 79901"
#81905,Debra Gomez,debra.gomez71@outlook.com,Earbuds Pro,EP-121,2,199.98,2026-02-16,pending,,,"1290 Washington Blvd, Boston, MA 02101"
#84761,Anna Young,anna.young1@outlook.com,Noise Cancelling Headphones,NCH-600,2,259.98,2026-02-17,out_for_delivery,38558797010270,LaserShip,"6182 Hillside Rd, Oklahoma City, OK 73101"
#52017,Laura Rodriguez,laura.rodriguez77@icloud.com,Webcam HD 1080p,WC-500,2,159.98,2026-02-14,delivered,5499910415,DHL,"8591 Cedar Ln, Louisville, KY 40201"
